i,x (ciclo),f(x) = QD (Ah),x²,ln f(x),x · ln f(x)
581,640,1.053824,409600,0.05242536,33.55222935
582,641,1.051259,410881,0.04998878,32.04280726
583,642,1.053572,412164,0.05218611,33.50347987
584,643,1.044069,413449,0.04312548,27.72968586
585,644,1.047736,414736,0.04663136,30.03059548
586,645,1.051,416025,0.04974171,32.08340379
587,646,1.055515,417316,0.05402852,34.90242086
588,647,1.055098,418609,0.05363413,34.70128049
589,648,1.050889,419904,0.04963628,32.16431093
590,649,1.040293,421201,0.03950192,25.63674842
591,650,1.033109,422500,0.0325729,21.17238245
592,651,1.052226,423801,0.05090783,33.14099414
593,653,1.0458,426409,0.04478186,29.24255191
594,654,1.053402,427716,0.05202474,34.02417788
595,655,1.044048,429025,0.04310508,28.2338289
596,656,1.038269,430336,0.03755461,24.63582707
597,657,1.034262,431649,0.03368852,22.13335478
598,658,1.048224,432964,0.0470974,30.99008849
599,659,1.055425,434281,0.05394372,35.54891076
600,660,1.046847,435600,0.04578288,30.21670405
601,661,1.05316,436921,0.05179479,34.23635528
602,662,1.049279,438244,0.04810355,31.84454848
603,663,1.035438,439569,0.03482482,23.08885257
604,664,1.034169,440896,0.0335985,22.30940118
605,665,1.040813,442225,0.04000252,26.60167769
606,666,1.051704,443556,0.05041209,33.57444943
607,667,1.04676,444889,0.04569997,30.48187722
608,668,1.054004,446224,0.05259653,35.13448191
609,669,1.05508,447561,0.05361612,35.86918397
610,670,1.053934,448900,0.05252992,35.19504938
611,671,1.052424,450241,0.05109607,34.28546629
612,672,1.051232,451584,0.0499629,33.57507203
613,673,1.04495,452929,0.04396952,29.59148418
614,674,1.023929,454276,0.02364709,15.93813907
615,675,1.050086,455625,0.04887235,32.98883711
616,676,1.054307,456976,0.0528833,35.74911057
617,677,1.050754,458329,0.0495081,33.51698158
618,678,1.045605,459684,0.04459557,30.2357962
619,679,1.051112,461041,0.04984837,33.8470405
620,680,1.053678,462400,0.05228719,35.55528601
621,681,1.052654,463761,0.05131507,34.94556209
622,682,1.048833,465124,0.0476785,32.51673624
623,683,1.050034,466489,0.04882283,33.3459931
624,684,1.050843,467856,0.04959308,33.92166661
625,685,1.051689,469225,0.05039754,34.52231375
626,686,1.048397,470596,0.04726204,32.42176274
627,687,1.046491,471969,0.04544314,31.21943756
628,688,1.042221,473344,0.04135382,28.4514289
629,689,1.054438,474721,0.05300754,36.52219797
630,690,1.054102,476100,0.05268969,36.35588884
631,691,1.050632,477481,0.04939227,34.13005759
632,692,1.046755,478864,0.045695,31.62093871
633,693,1.04018,480249,0.03939397,27.30001939
634,694,1.051208,481636,0.04993988,34.65827945
635,695,1.048334,483025,0.04720224,32.805555
636,696,1.052479,484416,0.05114833,35.59924038
637,697,1.05416,485809,0.05274434,36.76280227
638,698,1.053589,487204,0.05220215,36.43709809
639,699,1.051408,488601,0.05012974,35.04069016
640,700,1.052657,490000,0.05131735,35.92214437
641,701,1.028162,491401,0.02777264,19.46862408
642,702,1.054232,492804,0.05281207,37.07406996
643,703,1.05404,494209,0.05263021,36.99903785
644,704,1.052857,495616,0.05150771,36.26142531
645,706,1.026876,498436,0.02652148,18.7241619
646,707,1.046093,499849,0.04506246,31.85916135
647,708,1.04883,501264,0.04767497,33.75387957
648,709,1.031429,502681,0.03094551,21.94036675
649,710,1.026654,504100,0.02630448,18.67618333
650,711,1.036703,505521,0.03604549,25.62833993
651,712,1.050227,506944,0.04900605,34.89230449
652,713,1.05352,508369,0.05213703,37.17370477
653,714,1.054434,509796,0.05300451,37.84521973
654,715,1.052043,511225,0.0507338,36.2746655
655,716,1.049241,512656,0.04806676,34.41579996
656,717,1.052522,514089,0.0511889,36.70244412
657,718,1.04475,515524,0.04377714,31.43198922
658,719,1.046808,516961,0.04574573,32.8911763
659,720,1.048703,518400,0.04755445,34.239203
660,721,1.053134,519841,0.05177086,37.3267903
661,722,1.05212,521284,0.05080689,36.68257538
662,723,1.052852,522729,0.05150315,37.23677555
663,724,1.05024,524176,0.0490189,35.48968354
664,725,1.03908,525625,0.03833551,27.7932475
665,726,1.043781,527076,0.0428497,31.10888027
666,727,1.049797,528529,0.0485971,35.33009018
667,728,1.05245,529984,0.05112097,37.21606583
668,729,1.052206,531441,0.05088882,37.09794803
669,730,1.051608,532900,0.05032071,36.7341158
670,731,1.047296,534361,0.0462116,33.78068285
671,732,1.048299,535824,0.04716885,34.5275986
672,733,1.05011,537289,0.04889492,35.83997679
673,734,1.050805,538756,0.04955625,36.37428868
674,735,1.041797,540225,0.04094739,30.09633507
675,736,1.049485,541696,0.04829938,35.54834154
676,737,1.051172,543169,0.04990554,36.78038438
677,738,1.046405,544644,0.0453601,33.47575213
678,739,1.044025,546121,0.04308305,31.83837572
679,740,1.041147,547600,0.04032261,29.83872833
680,741,1.048242,549081,0.04711457,34.91189687
681,742,1.045193,550564,0.04420165,32.79762655
682,743,1.041975,552049,0.04111824,30.55085131
683,744,1.046187,553536,0.04515184,33.59296836
684,745,1.04198,555025,0.04112265,30.63637672
685,746,1.033036,556516,0.03250214,24.24659367
686,747,1.048892,558009,0.04773418,35.65743115
687,749,1.029734,561001,0.0293009,21.94637778
688,750,1.041769,562500,0.04092013,30.69010028
689,751,1.048495,564001,0.04735542,35.56392127
690,752,1.046325,565504,0.04528364,34.0532992
691,753,1.039776,567009,0.03900502,29.37077766
692,754,1.031179,568516,0.03070242,23.14962461
693,755,1.050776,570025,0.04952941,37.39470807
694,756,1.048365,571536,0.04723171,35.70717451
695,759,1.044983,576081,0.0440009,33.39668646
696,760,1.050673,577600,0.04943082,37.5674202
697,761,1.045856,579121,0.04483531,34.11966817
698,762,1.044575,580644,0.04360982,33.2306805
699,763,1.045566,582169,0.04455856,33.99817889
700,764,1.049007,583696,0.04784429,36.55303634
701,765,1.038591,585225,0.03786537,28.96700959
702,766,1.041319,586756,0.04048847,31.01416565
703,767,1.026644,588289,0.02629572,20.16881507
704,768,1.041305,589824,0.04047425,31.08422712
705,769,1.044848,591361,0.04387152,33.7371958
706,771,1.03871,594441,0.03797975,29.28238815
707,772,1.044482,595984,0.04352088,33.59811724
708,773,1.045437,597529,0.04443498,34.3482394
709,774,1.049497,599076,0.0483111,37.39278912
710,775,1.035765,600625,0.03514057,27.23394467
711,776,1.039991,602176,0.03921235,30.42878184
712,777,1.045671,603729,0.04465907,34.70009857
713,778,1.050397,605284,0.049168,38.25270209
714,779,1.050224,606841,0.04900376,38.17392935
715,780,1.041375,608400,0.04054196,31.62272514
716,781,1.046459,609961,0.04541208,35.46683754
717,782,1.048147,611524,0.04702365,36.7724962
718,783,1.037337,613089,0.03665705,28.70246635
719,784,1.036488,614656,0.03583769,28.09674856
720,785,1.049335,616225,0.04815673,37.80302951
721,786,1.049736,617796,0.04853823,38.15104695
722,787,1.039527,619369,0.03876609,30.5089133
723,788,1.040638,620944,0.03983427,31.38940861
724,789,1.049775,622521,0.04857624,38.32665062
725,790,1.043449,624100,0.04253128,33.59971503
726,791,1.046277,625681,0.04523805,35.78330021
727,792,1.04878,627264,0.04762797,37.72134849
728,793,1.039576,628849,0.03881323,30.77888845
729,794,1.030682,630436,0.03022072,23.99525092
730,796,1.037206,633616,0.03653027,29.0780951
731,797,1.044772,635209,0.04379906,34.90785293
732,798,1.048778,636804,0.04762549,38.00513798
733,799,1.04714,638401,0.04606302,36.80435324
734,800,1.047504,640000,0.0464101,37.12807677
735,801,1.048984,641601,0.0478216,38.30510162
736,802,1.048642,643204,0.04749618,38.09193995
737,803,1.045436,644809,0.04443402,35.6805207
738,804,1.042668,646416,0.04178253,33.59315015
739,805,1.045882,648025,0.04486017,36.11243373
740,806,1.047706,649636,0.04660292,37.5619509
741,807,1.042956,651249,0.04205889,33.94152685
742,808,1.034765,652864,0.03417386,27.61248259
743,809,1.043305,654481,0.04239375,34.29654429
744,810,1.042357,656100,0.04148478,33.60267409
745,811,1.033511,657721,0.03296223,26.73236635
746,812,1.047571,659344,0.04647444,37.73724311
747,813,1.044793,660969,0.04381849,35.62443443
748,814,1.04563,662596,0.04461967,36.32041155
749,815,1.046161,664225,0.04512746,36.7788837
750,816,1.042869,665856,0.04197519,34.25175124
751,817,1.045481,667489,0.04447735,36.33799785
752,818,1.045179,669124,0.04418797,36.14576049
753,819,1.047808,670761,0.04670084,38.24798812
754,820,1.028896,672400,0.02848599,23.35851506
755,821,1.036771,674041,0.03611098,29.64711383
756,822,1.047145,675684,0.04606722,37.86725667
757,823,1.048181,677329,0.04705666,38.72763326
758,824,1.03482,678976,0.03422711,28.2031403
759,825,1.042911,680625,0.04201623,34.66338574
760,826,1.045094,682276,0.04410674,36.43216546
761,827,1.044276,683929,0.04332392,35.82888027
762,828,1.038341,685584,0.03762444,31.15303614
763,829,1.044,687241,0.04305978,35.69655498
764,830,1.044595,688900,0.04362925,36.2122779
765,833,1.046665,693889,0.04560921,37.9924682
766,834,1.04467,695556,0.04370124,36.44683209
767,835,1.047194,697225,0.04611468,38.50576072
768,836,1.043674,698896,0.04274737,35.73680282
769,837,1.043256,700569,0.04234688,35.44433797
770,838,1.045565,702244,0.0445575,37.33918903
771,839,1.046184,703921,0.04514907,37.8800674
772,840,1.04669,705600,0.045633,38.33171586
773,841,1.044336,707281,0.04338128,36.48365376
774,842,1.04253,708964,0.04165093,35.07008378
775,843,1.047084,710649,0.04600906,38.7856396
776,844,1.047045,712336,0.04597182,38.8002122
777,845,1.046628,714025,0.04557405,38.51006855
778,846,1.042233,715716,0.04136514,34.99491097
779,847,1.025847,717409,0.02551871,21.61434763
780,849,1.036481,720801,0.03583123,30.4207103
781,850,1.043061,722500,0.04215966,35.83571053
782,851,1.028687,724201,0.02828284,24.06869933
783,852,1.042304,725904,0.04143326,35.30114064
784,853,1.048792,727609,0.04763941,40.63641423
785,854,1.047066,729316,0.04599225,39.27738463
786,855,1.047007,731025,0.04593571,39.27503474
787,856,1.0469,732736,0.0458337,39.23364969
788,857,1.045824,734449,0.04480557,38.39837309
789,858,1.044908,736164,0.04392903,37.69111175
790,859,1.045166,737881,0.04417563,37.94686514
791,860,1.045241,739600,0.0442471,38.05250441
792,861,1.045542,741321,0.04453589,38.34540083
793,862,1.045603,743044,0.04459394,38.43997953
794,863,1.044431,744769,0.04347253,37.51679059
795,864,1.045661,746496,0.04464874,38.5765141
796,865,1.043108,748225,0.04220491,36.50724702
797,866,1.045023,749956,0.0440387,38.13751711
798,867,1.042286,751689,0.04141667,35.90824913
799,868,1.045639,753424,0.04462809,38.73717878
800,869,1.045497,755161,0.04449199,38.66353744
801,870,1.045634,756900,0.04462311,38.8221084
802,871,1.046066,758641,0.04503684,39.22709073
803,872,1.046043,760384,0.04501466,39.25278786
804,873,1.046275,762129,0.04523672,39.49165244
805,874,1.045606,763876,0.04459691,38.97769808
806,875,1.045958,765625,0.04493359,39.31689501
807,876,1.045856,767376,0.04483521,39.27564465
808,877,1.045496,769129,0.04449189,39.01938946
809,878,1.045257,770884,0.04426288,38.86281203
810,879,1.045472,772641,0.04446875,39.08802689
811,880,1.045259,774400,0.0442647,38.95293741
812,881,1.04538,776161,0.04438026,39.0990129
813,882,1.04476,777924,0.04378767,38.62072719
814,883,1.044744,779689,0.04377188,38.65056945
815,884,1.043446,781456,0.04252831,37.59502951
816,885,1.044229,783225,0.04327929,38.30217421
817,886,1.044922,784996,0.04394186,38.93248679
818,887,1.044175,786769,0.043227,38.34235269
819,888,1.044636,788544,0.0436684,38.77754244
820,889,1.044506,790321,0.04354414,38.71074234
821,890,1.044744,792100,0.04377178,38.95688741
822,891,1.044478,793881,0.04351753,38.77411594
823,892,1.044326,795664,0.04337122,38.68713045
824,893,1.044461,797449,0.04350087,38.84627435
825,894,1.043952,799236,0.04301342,38.45399355
826,895,1.043522,801025,0.04260153,38.12836954
827,896,1.044124,802816,0.04317787,38.68737444
828,897,1.044036,804609,0.04309426,38.6555503
829,898,1.044362,806404,0.04340627,38.97882903
830,899,1.04452,808201,0.04355716,39.15788912
831,900,1.044654,810000,0.04368563,39.31707095
832,901,1.035649,811801,0.03502838,31.56057029
833,902,1.0448,813604,0.04382596,39.53101421
834,903,1.044933,815409,0.04395258,39.68917715
835,904,1.044018,817216,0.04307635,38.94101819
836,905,1.04453,819025,0.04356693,39.42806961
837,906,1.044307,820836,0.0433536,39.27836458
838,907,1.043955,822649,0.04301619,39.01568751
839,908,1.043496,824464,0.04257633,38.65930472
840,909,1.04099,826281,0.04017266,36.51695135
841,910,1.042083,828100,0.04122159,37.51165115
842,911,1.04252,829921,0.04164105,37.93499746
843,912,1.042874,831744,0.04198046,38.28617883
844,913,1.043024,833569,0.04212371,38.45894442
845,914,1.042229,835396,0.04136207,37.8049344
846,915,1.043194,837225,0.04228764,38.69319054
847,916,1.040631,839056,0.03982764,36.4821222
848,917,1.040604,840889,0.03980112,36.49762851
849,918,1.041035,842724,0.04021579,36.91809964
850,919,1.042332,844561,0.04146013,38.10185659
851,920,1.037818,846400,0.03712072,34.15106355
852,921,1.041466,848241,0.04062934,37.41961842
853,922,1.042851,850084,0.04195869,38.68591424
854,923,1.041073,851929,0.0402523,37.15286946
855,924,1.04142,853776,0.04058526,37.50078255
856,925,1.041479,855625,0.04064201,37.59385955
857,926,1.041783,857476,0.04093328,37.90422129
858,927,1.041655,859329,0.04081108,37.83187344
859,928,1.039679,861184,0.03891163,36.10998979
860,929,1.041935,863041,0.04107927,38.16264501
861,930,1.041189,864900,0.04036304,37.53762833
862,931,1.042021,866761,0.04116258,38.32235874
863,932,1.040633,868624,0.0398288,37.12043924
864,933,1.040574,870489,0.03977277,37.10799654
865,934,1.04098,872356,0.04016248,37.51175734
866,935,1.040159,874225,0.03937359,36.81430299
867,936,1.040844,876096,0.04003144,37.46942982
868,937,1.041151,877969,0.04032664,37.78606154
869,938,1.040284,879844,0.03949366,37.04504996
870,939,1.040717,881721,0.0399098,37.47530464
871,940,1.040363,883600,0.03957008,37.19587068
872,941,1.04018,885481,0.03939406,37.06981376
873,942,1.040533,887364,0.03973347,37.42892524
874,943,1.040307,889249,0.03951605,37.26363906
875,944,1.039661,891136,0.03889431,36.71623217
876,945,1.035804,893025,0.03517765,33.24287653
877,946,1.040701,894916,0.03989433,37.74003843
878,947,1.041296,896809,0.040466,38.32129742
879,948,1.040963,898704,0.04014615,38.05855038
880,949,1.04031,900601,0.03951923,37.50374575
881,950,1.0368,902500,0.03613943,34.3324608
882,951,1.04143,904401,0.04059477,38.60562504
883,952,1.039399,906304,0.03864266,36.78781375
884,953,1.04053,908209,0.03973029,37.86297098
885,954,1.040575,910116,0.03977354,37.9439582
886,955,1.040099,912025,0.03931629,37.54705266
887,956,1.038647,913936,0.03791919,36.25074895
888,957,1.038918,915849,0.03818008,36.53833247
889,958,1.039237,917764,0.03848679,36.87034487
890,959,1.039138,919681,0.03839191,36.81784001
891,960,1.039317,921600,0.03856415,37.02158545
892,961,1.040107,923521,0.0393235,37.78987998
893,962,1.038788,925444,0.03805475,36.6086649
894,963,1.039635,927369,0.03886988,37.43169674
895,964,1.039667,929296,0.03890047,37.50005267
896,965,1.040328,931225,0.03953653,38.15275016
897,966,1.0378,933156,0.03710347,35.84195529
898,967,1.039861,935089,0.03908734,37.79745669
899,968,1.040024,937024,0.03924341,37.98761624
900,969,1.039369,938961,0.0386137,37.41667727
901,970,1.039685,940900,0.03891788,37.75034248
902,971,1.039724,942841,0.03895481,37.82512286
903,972,1.038919,944784,0.03818027,37.11122072
904,973,1.038785,946729,0.03805205,37.02464442
905,974,1.040009,948676,0.03922917,38.20921611
906,975,1.039487,950625,0.0387278,37.75960815
907,976,1.039411,952576,0.03865392,37.72622391
908,977,1.039267,954529,0.03851575,37.62989087
909,978,1.039625,956484,0.03886046,38.00552593
910,979,1.038941,958441,0.03820202,37.39977894
911,980,1.039036,960400,0.03829375,37.52787029
912,981,1.039283,962361,0.03853067,37.79858475
913,982,1.039104,964324,0.03835851,37.66806138
914,983,1.038846,966289,0.03811048,37.4626035
915,984,1.039367,968256,0.03861149,37.99370533
916,985,1.038511,970225,0.03778834,37.22151652
917,986,1.038763,972196,0.03803087,37.49843876
918,987,1.038576,974169,0.03785054,37.35848706
919,988,1.039616,976144,0.03885103,38.38481709
920,989,1.038425,978121,0.03770466,37.28990941
921,990,1.038235,980100,0.03752235,37.14712518
922,991,1.038181,982081,0.03746995,37.13272114
923,992,1.038467,984064,0.0377453,37.44333595
924,993,1.038632,986049,0.03790417,37.6388446
925,994,1.038928,988036,0.0381898,37.96065854
926,995,1.038431,990025,0.03771073,37.52217391
927,996,1.038292,992016,0.03757725,37.42693903
928,997,1.038328,994009,0.03761221,37.49937204
929,998,1.039122,996004,0.03837613,38.29937357
930,999,1.038706,998001,0.0379759,37.93792433
931,1000,1.038912,1000000,0.03817449,38.17449298
932,1001,1.03859,1002001,0.03786354,37.90140616
933,1002,1.03912,1004004,0.03837459,38.45133523
934,1003,1.038671,1006009,0.0379424,38.05622364
935,1004,1.0392,1008016,0.03845148,38.60528096
936,1005,1.038798,1010025,0.03806476,38.25508062
937,1006,1.038752,1012036,0.03802038,38.24849992
938,1007,1.038227,1014049,0.03751455,37.77714877
939,1008,1.038262,1016064,0.03754807,37.84844958
940,1009,1.038129,1018081,0.03742025,37.75702936
941,1010,1.038644,1020100,0.03791553,38.2946902
942,1011,1.03838,1022121,0.03766161,38.07589153
943,1012,1.038734,1024144,0.03800305,38.45908561
944,1013,1.038408,1026169,0.03768896,38.17892023
945,1014,1.038403,1028196,0.03768424,38.21182436
946,1015,1.038251,1030225,0.03753737,38.10043467
947,1016,1.0386,1032256,0.03787404,38.48002216
948,1017,1.038269,1034289,0.03755519,38.1936306
949,1018,1.038015,1036324,0.03731062,37.98221203
950,1019,1.038009,1038361,0.03730436,38.01314171
951,1020,1.038156,1040400,0.03744635,38.19527847
952,1021,1.038091,1042441,0.03738335,38.16840358
953,1022,1.038057,1044484,0.03735089,38.17260876
954,1023,1.038161,1046529,0.03745117,38.31254452
955,1024,1.037668,1048576,0.03697589,37.86330903
956,1025,1.038175,1050625,0.03746446,38.40107181
957,1026,1.037522,1052676,0.03683547,37.79318901
958,1027,1.037714,1054729,0.03702002,38.01956483
959,1028,1.037604,1056784,0.03691411,37.94770784
960,1029,1.037638,1058841,0.03694707,38.01853781
961,1030,1.036672,1060900,0.03601578,37.09624838
962,1031,1.037188,1062961,0.03651349,37.64541257
963,1032,1.037078,1065024,0.03640714,37.57217198
964,1033,1.037319,1067089,0.03663911,37.84820524
965,1034,1.037408,1069156,0.03672568,37.97435319
966,1035,1.036459,1071225,0.03580971,37.06304983
967,1036,1.03688,1073296,0.03621649,37.52028723
968,1037,1.036782,1075369,0.03612178,37.45828773
969,1038,1.036449,1077444,0.03580016,37.16056419
970,1039,1.036749,1079521,0.03609005,37.49756039
971,1040,1.036824,1081600,0.03616248,37.60898319
972,1041,1.03685,1083681,0.03618756,37.67125006
973,1042,1.036988,1085764,0.03632036,37.84581235
974,1043,1.036646,1087849,0.03599031,37.53789198
975,1044,1.037051,1089936,0.03638082,37.98157512
976,1045,1.036622,1092025,0.03596735,37.58588052
977,1046,1.036436,1094116,0.035788,37.43424927
978,1047,1.036977,1096209,0.03631004,38.01661077
979,1048,1.036675,1098304,0.03601877,37.7476662
980,1049,1.03662,1100401,0.03596552,37.72782723
981,1050,1.036702,1102500,0.03604433,37.84654401
982,1051,1.036768,1104601,0.03610828,37.94980059
983,1052,1.03666,1106704,0.03600439,37.8766209
984,1053,1.035921,1108809,0.03529079,37.16120142
985,1054,1.036233,1110916,0.03559183,37.51378779
986,1055,1.035984,1113025,0.0353517,37.29604319
987,1056,1.036286,1115136,0.03564326,37.6392868
988,1057,1.036345,1117249,0.03570049,37.73541366
989,1058,1.036164,1119364,0.03552572,37.58621387
990,1059,1.036328,1121481,0.03568399,37.78934068
991,1060,1.03537,1123600,0.03475904,36.84458656
992,1061,1.036152,1125721,0.03551404,37.68040094
993,1062,1.035022,1127844,0.03442307,36.55729927
994,1063,1.035448,1129969,0.03483457,37.0291475
995,1064,1.035789,1132096,0.03516346,37.41391627
996,1065,1.035259,1134225,0.03465135,36.90368474
997,1066,1.035548,1136356,0.03493027,37.23567034
998,1067,1.035187,1138489,0.03458189,36.89888039
999,1068,1.035427,1140624,0.03481381,37.18114422
1000,1069,1.035566,1142761,0.03494843,37.3598683
1001,1070,1.035011,1144900,0.03441167,36.82048499
1002,1071,1.035574,1147041,0.03495567,37.43752175
1003,1072,1.035009,1149184,0.03441051,36.88806544
1004,1073,1.035075,1151329,0.0344736,36.99017068
1005,1074,1.035493,1153476,0.03487745,37.45837987
1006,1075,1.03525,1155625,0.03464323,37.24147572
1007,1076,1.034974,1157776,0.03437621,36.98880089
1008,1077,1.033973,1159929,0.03340837,35.98081817
1009,1078,1.034607,1162084,0.03402184,36.67554112
1010,1079,1.034304,1164241,0.03372903,36.39361991
1011,1080,1.034834,1166400,0.03424141,36.98072703
1012,1081,1.034313,1168561,0.03373715,36.46985716
1013,1082,1.034174,1170724,0.03360256,36.35796665
1014,1083,1.034246,1172889,0.03367227,36.46707064
1015,1084,1.034439,1175056,0.03385935,36.70353264
1016,1085,1.034642,1177225,0.03405538,36.95008351
1017,1086,1.034355,1179396,0.03377795,36.68285084
1018,1087,1.034108,1181569,0.03353941,36.45734169
1019,1088,1.03448,1183744,0.0338984,36.88146102
1020,1089,1.033915,1185921,0.03335237,36.32073555
1021,1090,1.033767,1188100,0.03320903,36.19783754
1022,1091,1.033653,1190281,0.03309865,36.1106229
1023,1092,1.034058,1192464,0.03349116,36.57234396
1024,1093,1.0336,1194649,0.03304814,36.12162171
1025,1094,1.033855,1196836,0.03329473,36.42443199
1026,1095,1.033312,1199025,0.03276898,35.88203737
1027,1096,1.033223,1201216,0.03268324,35.8208272
1028,1097,1.033228,1203409,0.03268788,35.85860671
1029,1098,1.033473,1205604,0.03292497,36.15162253
1030,1099,1.033695,1207801,0.03313996,36.42081062
1031,1100,1.033379,1210000,0.03283382,36.11720404
1032,1101,1.032873,1212201,0.03234405,35.61079471
1033,1102,1.033146,1214404,0.03260861,35.93469137
1034,1103,1.033216,1216609,0.03267617,36.04181684
1035,1104,1.033344,1218816,0.03280053,36.21178782
1036,1105,1.033302,1221025,0.0327594,36.19914032
1037,1106,1.033336,1223236,0.0327926,36.2686123
1038,1107,1.033467,1225449,0.03291936,36.44173464
1039,1108,1.033182,1227664,0.03264317,36.16862893
1040,1109,1.033389,1229881,0.03284408,36.42408407
1041,1110,1.032292,1232100,0.03178177,35.27776083
1042,1111,1.033007,1234321,0.03247397,36.07857677
1043,1112,1.032326,1236544,0.0318147,35.37794905
1044,1113,1.032814,1238769,0.03228663,35.93502111
1045,1114,1.032938,1240996,0.03240756,36.10201763
1046,1115,1.031887,1243225,0.03138926,34.99902696
1047,1116,1.032615,1245456,0.03209481,35.81780479
1048,1117,1.032218,1247689,0.03170959,35.41961697
1049,1118,1.032669,1249924,0.0321472,35.94056628
1050,1119,1.031916,1252161,0.03141698,35.15559802
1051,1120,1.031869,1254400,0.03137153,35.13611046
1052,1121,1.031739,1256641,0.03124583,35.02656985
1053,1122,1.031455,1258884,0.03097033,34.74871008
1054,1123,1.03168,1261129,0.03118864,35.02484091
1055,1124,1.031988,1263376,0.03148694,35.39132302
1056,1125,1.031149,1265625,0.03067333,34.50749238
1057,1126,1.031329,1267876,0.03084787,34.73470606
1058,1127,1.031759,1270129,0.03126511,35.23578196
1059,1128,1.031597,1272384,0.0311078,35.08959401
1060,1129,1.031086,1274641,0.03061213,34.56109566
1061,1130,1.030809,1276900,0.03034374,34.2884226
1062,1131,1.031828,1279161,0.03133179,35.43625751
1063,1132,1.031197,1281424,0.03072046,34.77555773
1064,1133,1.031487,1283689,0.03100164,35.12486304
1065,1134,1.030822,1285956,0.03035674,34.42453889
1066,1135,1.031468,1288225,0.03098352,35.16628954
1067,1136,1.031458,1290496,0.03097382,35.18625958
1068,1137,1.030561,1292769,0.03010341,34.22757853
1069,1138,1.030556,1295044,0.03009856,34.25216066
1070,1139,1.030516,1297321,0.03005955,34.23782817
1071,1140,1.030526,1299600,0.03006984,34.27961383
1072,1141,1.030196,1301881,0.02974917,33.94380579
1073,1142,1.030444,1304164,0.02998929,34.24777157
1074,1143,1.030073,1306449,0.02962958,33.86660587
1075,1144,1.030324,1308736,0.02987341,34.1751844
1076,1145,1.029824,1311025,0.02938791,33.64916136
1077,1146,1.030022,1313316,0.02958045,33.89919856
1078,1147,1.030287,1315609,0.02983731,34.2233913
1079,1148,1.030225,1317904,0.02977752,34.18458858
1080,1149,1.029429,1320201,0.02900389,33.32547079
1081,1150,1.0299,1322500,0.02946152,33.88074335
1082,1151,1.029354,1324801,0.02893132,33.29995377
1083,1152,1.029575,1327104,0.02914561,33.57574283
1084,1153,1.029398,1329409,0.02897446,33.40754868
1085,1154,1.029162,1331716,0.02874507,33.17181447
1086,1155,1.029492,1334025,0.02906548,33.57062558
1087,1156,1.029654,1336336,0.02922292,33.78169621
1088,1157,1.029807,1338649,0.02937131,33.98260444
1089,1158,1.029033,1340964,0.02861982,33.14174906
1090,1159,1.02912,1343281,0.02870407,33.26801496
1091,1160,1.028875,1345600,0.02846597,33.02052788
1092,1161,1.028919,1347921,0.02850893,33.09886881
1093,1162,1.028962,1350244,0.02855082,33.17605129
1094,1163,1.028968,1352569,0.02855607,33.21070553
1095,1164,1.029046,1354896,0.02863265,33.32839917
1096,1165,1.028814,1357225,0.02840649,33.09355863
1097,1166,1.028474,1359556,0.02807605,32.73667783
1098,1167,1.02823,1361889,0.02783888,32.48796995
1099,1168,1.028346,1364224,0.02795217,32.64813748
1100,1169,1.02812,1366561,0.02773218,32.41892255
1101,1170,1.027757,1368900,0.02737847,32.03280507
1102,1171,1.028087,1371241,0.0276997,32.43634464
1103,1172,1.028422,1373584,0.02802569,32.84610384
1104,1173,1.028302,1375929,0.02790861,32.73679538
1105,1174,1.027766,1378276,0.02738713,32.1524853
1106,1175,1.027971,1380625,0.02758666,32.414331
1107,1176,1.027877,1382976,0.02749541,32.33460543
1108,1177,1.027122,1385329,0.02676042,31.49701953
1109,1178,1.027259,1387684,0.02689428,31.68146737
1110,1179,1.027509,1390041,0.02713762,31.9952553
1111,1180,1.026854,1392400,0.02650015,31.27017552
1112,1181,1.02726,1394761,0.02689497,31.76295498
1113,1182,1.027007,1397124,0.02664865,31.49870373
1114,1183,1.026524,1399489,0.02617873,30.96943438
1115,1184,1.026892,1401856,0.02653667,31.41941417
1116,1185,1.026472,1404225,0.02612768,30.96130074
1117,1186,1.0267,1406596,0.02634978,31.25083353
1118,1187,1.026499,1408969,0.02615359,31.04431562
1119,1188,1.026677,1411344,0.02632718,31.27668794
1120,1189,1.02621,1413721,0.02587221,30.76205683
Σ,697406,1179.37097,554612058,57.73967612,31052.79427188
