i,x,f(x),x²,x³,x⁴,x·f(x),x²·f(x)
442,500,1.061404,250000,125000000,62500000000,530.702,265351.0
443,501,1.062149,251001,125751501,63001502001,532.136449,266600.3607
444,502,1.060998,252004,126506008,63506016016,532.621096,267375.7904
445,503,1.057787,253009,127263527,64013554081,532.066911,267629.6564
446,504,1.060446,254016,128024064,64524128256,534.464834,269370.2765
447,505,1.061581,255025,128787625,65037750625,536.098304,270729.6435
448,506,1.06176,256036,129554216,65554433296,537.250813,271848.9114
449,507,1.061998,257049,130323843,66074188401,538.433189,272985.6267
450,508,1.058044,258064,131096512,66597028096,537.486504,273043.1442
451,509,1.052872,259081,131872229,67122964561,535.912052,272779.2343
452,510,1.051912,260100,132651000,67652010000,536.475324,273602.4152
453,511,1.05472,261121,133432831,68184176641,538.961716,275409.4367
454,512,1.037389,262144,134217728,68719476736,531.143322,271945.3807
455,513,1.054494,263169,135005697,69257922561,540.955268,277510.0525
456,514,1.061681,264196,135796744,69799526416,545.704034,280491.8735
457,515,1.061174,265225,136590875,70344300625,546.504404,281449.7681
458,516,1.05679,266256,137388096,70892257536,545.303588,281376.6516
459,517,1.058567,267289,138188413,71443409521,547.278984,282943.2347
460,518,1.058822,268324,138991832,71997768976,548.470055,284107.4885
461,519,1.056471,269361,139798359,72555348321,548.308397,284572.0581
462,520,1.060141,270400,140608000,73116160000,551.273372,286662.1534
463,521,1.060352,271441,141420761,73680216481,552.443288,287822.9529
464,522,1.04334,272484,142236648,74247530256,544.623323,284293.3748
465,523,1.054184,273529,143055667,74818113841,551.338337,288349.95
466,524,1.061229,274576,143877824,75391979776,556.083944,291387.9864
467,525,1.055348,275625,144703125,75969140625,554.057805,290880.3476
468,526,1.045835,276676,145531576,76549608976,550.109157,289357.4168
469,527,1.031952,277729,146363183,77133397441,543.838599,286602.9415
470,528,1.037704,278784,147197952,77720518656,547.907765,289295.2998
471,529,1.060621,279841,148035889,78310985281,561.06835,296805.1573
472,530,1.05618,280900,148877000,78904810000,559.775612,296681.0744
473,531,1.060632,281961,149721291,79502005521,563.195751,299056.9439
474,532,1.044998,283024,150568768,80102584576,555.938723,295759.4007
475,533,1.05442,284089,151419437,80706559921,562.005753,299549.0666
476,534,1.048906,285156,152273304,81313944336,560.115537,299101.6968
477,535,1.055442,286225,153130375,81924750625,564.661202,302093.7433
478,536,1.051696,287296,153990656,82538991616,563.708842,302147.9391
479,537,1.055194,288369,154854153,83156680161,566.639393,304285.3539
480,538,1.058147,289444,155720872,83777829136,569.282925,306274.2134
481,539,1.057614,290521,156590819,84402451441,570.053676,307258.9316
482,540,1.060317,291600,157464000,85030560000,572.571288,309188.4955
483,541,1.05921,292681,158340421,85662167761,573.032664,310010.6713
484,542,1.059129,293764,159220088,86297287696,574.047972,311134.0009
485,543,1.056567,294849,160103007,86935932801,573.716098,311527.8413
486,544,1.049164,295936,160989184,87578116096,570.745162,310485.3679
487,545,1.054124,297025,161878625,88223850625,574.497634,313101.2108
488,546,1.05767,298116,162771336,88873149456,577.487765,315308.3199
489,547,1.049066,299209,163667323,89526025681,573.838993,313889.929
490,548,1.038256,300304,164566592,90182492416,568.964452,311792.5199
491,549,1.03705,301401,165469149,90842562801,569.340176,312567.7563
492,550,1.045454,302500,166375000,91506250000,574.999645,316249.8048
493,551,1.054446,303601,167284151,92173567201,580.999581,320130.769
494,552,1.058341,304704,168196608,92844527616,584.204453,322480.8579
495,553,1.059917,305809,169112377,93519144481,586.134212,324132.219
496,554,1.055301,306916,170031464,94197431056,584.636588,323888.6696
497,555,1.060292,308025,170953875,94879400625,588.46206,326596.4433
498,556,1.060021,309136,171879616,95565066496,589.371509,327690.5591
499,557,1.059884,310249,172808693,96254442001,590.355165,328827.827
500,558,1.059732,311364,173741112,96947540496,591.330623,329962.4879
501,559,1.058577,312481,174676879,97644375361,591.744375,330785.1058
502,560,1.054891,313600,175616000,98344960000,590.73896,330813.8176
503,561,1.042264,314721,176558481,99049307841,584.710272,328022.4628
504,562,1.047643,315844,177504328,99757432336,588.77531,330891.7241
505,563,1.049976,316969,178453547,100469346961,591.13677,332810.0012
506,564,1.047174,318096,179406144,101185065216,590.606305,333101.9561
507,565,1.056861,319225,180362125,101904600625,597.126408,337376.4208
508,566,1.055071,320356,181321496,102627966736,597.170243,337998.3573
509,567,1.059273,321489,182284263,103355177121,600.608018,340544.7461
510,568,1.058955,322624,183250432,104086245376,601.486326,341644.2334
511,569,1.059443,323761,184220009,104821185121,602.822953,343006.2604
512,570,1.057874,324900,185193000,105560010000,602.988408,343703.3926
513,571,1.058019,326041,186169411,106302733681,604.128621,344957.4424
514,572,1.059449,327184,187149248,107049369856,606.005,346634.8598
515,573,1.059084,328329,188132517,107799932241,606.855247,347728.0563
516,574,1.057033,329476,189119224,108554434576,606.736827,348266.9388
517,575,1.059182,330625,190109375,109312890625,609.02988,350192.181
518,576,1.058729,331776,191102976,110075314176,609.828134,351261.0054
519,577,1.048876,332929,192100033,110841719041,605.201337,349201.1712
520,578,1.027061,334084,193100552,111612119056,593.641431,343124.7473
521,579,1.046486,335241,194104539,112386528081,605.915394,350825.0131
522,580,1.057959,336400,195112000,113164960000,613.61622,355897.4076
523,581,1.05807,337561,196122941,113947428721,614.738438,357163.0322
524,582,1.05496,338724,197137368,114733948176,613.986429,357340.1017
525,583,1.047742,339889,198155287,115524532321,610.833411,356115.8787
526,584,1.050045,341056,199176704,116319195136,613.226163,358124.0793
527,585,1.05886,342225,200201625,117117950625,619.432808,362368.1924
528,586,1.058501,343396,201230056,117920812816,620.281703,363485.0781
529,587,1.058696,344569,202262003,118727795761,621.454493,364793.7876
530,588,1.057984,345744,203297472,119538913536,622.094357,365791.4818
531,589,1.05853,346921,204336469,120354180241,623.474229,367226.3208
532,590,1.052398,348100,205379000,121173610000,620.914997,366339.8482
533,591,1.045915,349281,206425071,121997216961,618.135883,365318.307
534,592,1.056134,350464,207474688,122825015296,625.231032,370136.7709
535,593,1.057268,351649,208527857,123657019201,626.960102,371787.3404
536,594,1.047645,352836,209584584,124493242896,622.300952,369646.7654
537,595,1.056224,354025,210644875,125333700625,628.45322,373929.6662
538,596,1.056637,355216,211708736,126178406656,629.755414,375334.2265
539,597,1.043266,356409,212776173,127027375281,622.829742,371829.3562
540,598,1.04689,357604,213847192,127880620816,626.04016,374372.0158
541,599,1.056587,358801,214921799,128738157601,632.895793,379104.5798
542,600,1.054775,360000,216000000,129600000000,632.865,379719.0
543,601,1.055189,361201,217081801,130466162401,634.168469,381135.2497
544,602,1.057548,362404,218167208,131336659216,636.643836,383259.5892
545,603,1.049146,363609,219256227,132211504881,632.634917,381478.8552
546,604,1.052957,364816,220348864,133090713856,635.986088,384135.5974
547,605,1.053813,366025,221445125,133974300625,637.556804,385721.8667
548,606,1.057605,367236,222545016,134862279696,640.908691,388390.6665
549,607,1.057596,368449,223648543,135754665601,641.960893,389670.2623
550,608,1.053377,369664,224755712,136651472896,640.453459,389395.7032
551,609,1.046148,370881,225866529,137552716161,637.103949,387996.3051
552,610,1.029105,372100,226981000,138458410000,627.754172,382930.0449
553,612,1.033029,374544,229220928,140283207936,632.213626,386914.7389
554,613,1.057422,375769,230346397,141202341361,648.199441,397346.2572
555,614,1.05582,376996,231475544,142125984016,648.273664,398040.0298
556,615,1.05557,378225,232608375,143054150625,649.175673,399243.0389
557,616,1.056054,379456,233744896,143986855936,650.529326,400726.0646
558,617,1.057335,380689,234885113,144924114721,652.37588,402515.918
559,618,1.053388,381924,236029032,145865941776,650.993475,402313.9675
560,619,1.056016,383161,237176659,146812351921,653.674152,404624.2998
561,620,1.049493,384400,238328000,147763360000,650.685536,403425.0323
562,621,1.055551,385641,239483061,148718980881,655.496985,407063.6275
563,622,1.053034,386884,240641848,149679229456,654.98721,407402.0447
564,623,1.041051,388129,241804367,150644120641,648.574711,404062.0448
565,624,1.049328,389376,242970624,151613669376,654.780485,408583.0225
566,625,1.055636,390625,244140625,152587890625,659.77275,412357.9688
567,626,1.056958,391876,245314376,153566799376,661.65552,414196.3556
568,627,1.056772,393129,246491883,154550410641,662.595981,415447.6803
569,628,1.056656,394384,247673152,155538739456,663.580094,416728.2988
570,629,1.056532,395641,248858189,156531800881,664.55888,418007.5353
571,630,1.05645,396900,250047000,157529610000,665.563311,419304.8859
572,631,1.056736,398161,251239591,158532181921,666.800479,420751.1023
573,632,1.056891,399424,252435968,159539531776,667.955302,422147.7506
574,633,1.054943,400689,253636137,160551674721,667.779109,422704.1759
575,634,1.055483,401956,254840104,161568625936,669.175968,424257.564
576,635,1.055983,403225,256047875,162590400625,670.548951,425798.5839
577,636,1.05437,404496,257259456,163617014016,670.579638,426488.6498
578,637,1.05548,405769,258474853,164648481361,672.340441,428280.8612
579,638,1.02962,407044,259694072,165684817936,656.897688,419100.7247
580,639,1.023019,408321,260917119,166726039041,653.709269,417720.2228
581,640,1.053824,409600,262144000,167772160000,674.447296,431646.2694
582,641,1.051259,410881,263374721,168823196161,673.857211,431942.4724
583,642,1.053572,412164,264609288,169879162896,676.393096,434244.3674
584,643,1.044069,413449,265847707,170940075601,671.336303,431669.2426
585,644,1.047736,414736,267089984,172005949696,674.741791,434533.7133
586,645,1.051,416025,268336125,173076800625,677.894742,437242.1086
587,646,1.055515,417316,269586136,174152643856,681.862496,440483.1725
588,647,1.055098,418609,270840023,175233494881,682.64873,441673.728
589,648,1.050889,419904,272097792,176319369216,680.975942,441272.4107
590,649,1.040293,421201,273359449,177410282401,675.149832,438172.2413
591,650,1.033109,422500,274625000,178506250000,671.52098,436488.637
592,651,1.052226,423801,275894451,179607287601,684.999061,445934.3886
593,653,1.0458,426409,278445077,181824635281,682.907204,445938.4043
594,654,1.053402,427716,279726264,182940976656,688.924777,450556.8043
595,655,1.044048,429025,281011375,184062450625,683.851178,447922.5216
596,656,1.038269,430336,282300416,185189072896,681.104267,446804.3993
597,657,1.034262,431649,283593393,186320859201,679.510397,446438.3307
598,658,1.048224,432964,284890312,187457825296,689.731458,453843.2992
599,659,1.055425,434281,286191179,188599986961,695.525207,458351.1113
600,660,1.046847,435600,287496000,189747360000,690.919086,456006.5968
601,661,1.05316,436921,288804781,190899960241,696.138496,460147.5456
602,662,1.049279,438244,290117528,192057803536,694.622897,459840.3575
603,663,1.035438,439569,291434247,193220905761,686.495593,455146.5781
604,664,1.034169,440896,292754944,194389282816,686.688415,455961.1077
605,665,1.040813,442225,294079625,195562950625,692.140911,460273.7058
606,666,1.051704,443556,295408296,196741925136,700.43513,466489.7968
607,667,1.04676,444889,296740963,197926222321,698.18912,465692.1431
608,668,1.054004,446224,298077632,199115858176,704.074872,470322.0148
609,669,1.05508,447561,299418309,200310848721,705.848186,472212.4361
610,670,1.053934,448900,300763000,201511210000,706.135847,473111.0175
611,671,1.052424,450241,302111711,202716958081,706.176504,473844.4342
612,672,1.051232,451584,303464448,203928109056,706.427971,474719.5966
613,673,1.04495,452929,304821217,205144679041,703.251686,473288.385
614,674,1.023929,454276,306182024,206366684176,690.128079,465146.325
615,675,1.050086,455625,307546875,207594140625,708.808252,478445.5704
616,676,1.054307,456976,308915776,208827064576,712.711262,481792.8128
617,677,1.050754,458329,310288733,210065472241,711.360526,481591.0759
618,678,1.045605,459684,311665752,211309379856,708.920122,480647.8429
619,679,1.051112,461041,313046839,212558803681,713.704844,484605.5893
620,680,1.053678,462400,314432000,213813760000,716.501244,487220.8459
621,681,1.052654,463761,315821241,215074265121,716.857714,488180.1036
622,682,1.048833,465124,317214568,216340335376,715.304379,487837.5863
623,683,1.050034,466489,318611987,217611987121,717.173427,489829.4506
624,684,1.050843,467856,320013504,218889236736,718.776886,491643.3898
625,685,1.051689,469225,321419125,220172100625,720.407033,493478.8179
626,686,1.048397,470596,322828856,221460595216,719.200136,493371.2934
627,687,1.046491,471969,324242703,222754736961,718.93966,493911.5468
628,688,1.042221,473344,325660672,224054542336,717.04791,493328.9624
629,689,1.054438,474721,327082769,225360027841,726.507506,500563.6719
630,690,1.054102,476100,328509000,226671210000,727.330725,501858.2002
631,691,1.050632,477481,329939371,227988105361,725.986988,501657.009
632,692,1.046755,478864,331373888,229310730496,724.354529,501253.3342
633,693,1.04018,480249,332812557,230639102001,720.844879,499545.5009
634,694,1.051208,481636,334255384,231973236496,729.538283,506299.5681
635,695,1.048334,483025,335702375,233313150625,728.59213,506371.5304
636,696,1.052479,484416,337153536,234658861056,732.525384,509837.6673
637,697,1.05416,485809,338608873,236010384481,734.74959,512120.464
638,698,1.053589,487204,340068392,237367737616,735.404913,513312.629
639,699,1.051408,488601,341532099,238730937201,734.933843,513718.7559
640,700,1.052657,490000,343000000,240100000000,736.85983,515801.881
641,701,1.028162,491401,344472101,241474942801,720.741492,505239.7858
642,702,1.054232,492804,345948408,242855782416,740.070513,519529.5001
643,703,1.05404,494209,347428927,244242535681,740.989979,520915.9555
644,704,1.052857,495616,348913664,245635219456,741.211539,521812.9236
645,706,1.026876,498436,351895816,248438446096,724.974668,511832.1155
646,707,1.046093,499849,353393243,249849022801,739.587892,522888.6399
647,708,1.04883,501264,354894912,251265597696,742.571428,525740.5707
648,709,1.031429,502681,356400829,252688187761,731.283374,518479.912
649,710,1.026654,504100,357911000,254116810000,728.923985,517536.0294
650,711,1.036703,505521,359425431,255551481441,737.095833,524075.1373
651,712,1.050227,506944,360944128,256992219136,747.76141,532406.1242
652,713,1.05352,508369,362467097,258439040161,751.159831,535576.9597
653,714,1.054434,509796,363994344,259891961616,752.866162,537546.4394
654,715,1.052043,511225,365525875,261351000625,752.210602,537830.5804
655,716,1.049241,512656,367061696,262816174336,751.256341,537899.5403
656,717,1.052522,514089,368601813,264287499921,754.658059,541089.8282
657,718,1.04475,515524,370146232,265764994576,750.130141,538593.4412
658,719,1.046808,516961,371694959,267248675521,752.655096,541159.0139
659,720,1.048703,518400,373248000,268738560000,755.066376,543647.7907
660,721,1.053134,519841,374805361,270234665281,759.309902,547462.4396
661,722,1.05212,521284,376367048,271737008656,759.630423,548453.1657
662,723,1.052852,522729,377933067,273245607441,761.212357,550356.5345
663,724,1.05024,524176,379503424,274760478976,760.373905,550510.7071
664,725,1.03908,525625,381078125,276281640625,753.332855,546166.3199
665,726,1.043781,527076,382657176,277809109776,757.785006,550151.9144
666,727,1.049797,528529,384240583,279342903841,763.202637,554848.3172
667,728,1.05245,529984,385828352,280883040256,766.183746,557781.7668
668,729,1.052206,531441,387420489,282429536481,767.058101,559185.3557
669,730,1.051608,532900,389017000,283982410000,767.674059,560402.0631
670,731,1.047296,534361,390617891,285541678321,765.573376,559634.1379
671,732,1.048299,535824,392223168,287107358976,767.354868,561703.7634
672,733,1.05011,537289,393832837,288679469521,769.73063,564212.5518
673,734,1.050805,538756,395446904,290258027536,771.29065,566127.337
674,735,1.041797,540225,397065375,291843050625,765.721016,562804.9464
675,736,1.049485,541696,398688256,293434556416,772.420813,568501.7182
676,737,1.051172,543169,400315553,295032562561,774.713617,570963.9354
677,738,1.046405,544644,401947272,296637086736,772.246595,569917.987
678,739,1.044025,546121,403583419,298248146641,771.534179,570163.7586
679,740,1.041147,547600,405224000,299865760000,770.448484,570131.8782
680,741,1.048242,549081,406869021,301489944561,776.747396,575569.8205
681,742,1.045193,550564,408518488,303120718096,775.53328,575445.6939
682,743,1.041975,552049,410172407,304758098401,774.187648,575221.4224
683,744,1.046187,553536,411830784,306402103296,778.362905,579102.0012
684,745,1.04198,555025,413493625,308052750625,776.275026,578324.894
685,746,1.033036,556516,415160936,309710058256,770.644931,574901.1182
686,747,1.048892,558009,416832723,311374044081,783.522175,585291.0644
687,749,1.029734,561001,420189749,314722122001,771.271066,577682.0281
688,750,1.041769,562500,421875000,316406250000,781.326675,585995.0063
689,751,1.048495,564001,423564751,318097128001,787.419445,591352.0029
690,752,1.046325,565504,425259008,319794774016,786.836099,591700.7466
691,753,1.039776,567009,426957777,321499206081,782.951102,589562.1799
692,754,1.031179,568516,428661064,323210442256,777.508664,586241.533
693,755,1.050776,570025,430368875,324928500625,793.336258,598968.8744
694,756,1.048365,571536,432081216,326653399296,792.563864,599178.2815
695,759,1.044983,576081,437245479,331869318561,793.142325,601995.0244
696,760,1.050673,577600,438976000,333621760000,798.511404,606868.667
697,761,1.045856,579121,440711081,335381132641,795.896112,605676.9409
698,762,1.044575,580644,442450728,337147454736,795.965921,606526.0321
699,763,1.045566,582169,444194947,338920744561,797.767011,608696.2291
700,764,1.049007,583696,445943744,340701020416,801.441577,612301.365
701,765,1.038591,585225,447697125,342488300625,794.522421,607809.6521
702,766,1.041319,586756,449455096,344282603536,797.650584,611000.3472
703,767,1.026644,588289,451217663,346083947521,787.436331,603963.6663
704,768,1.041305,589824,452984832,347892350976,799.721856,614186.3854
705,769,1.044848,591361,454756609,349707832321,803.488189,617882.4173
706,771,1.03871,594441,458314011,353360102481,800.845564,617451.93
707,772,1.044482,595984,460099648,355196928256,806.33995,622494.4411
708,773,1.045437,597529,461889917,357040905841,808.122801,624678.9252
709,774,1.049497,599076,463684824,358892053776,812.310755,628728.5247
710,775,1.035765,600625,465484375,360750390625,802.718108,622106.5333
711,776,1.039991,602176,467288576,362615934976,807.033249,626257.8011
712,777,1.045671,603729,469097433,364488705441,812.4866,631302.0883
713,778,1.050397,605284,470910952,366368720656,817.20871,635788.3767
714,779,1.050224,606841,472729139,368255999281,818.12473,637319.1644
715,780,1.041375,608400,474552000,370150560000,812.2725,633572.55
716,781,1.046459,609961,476379541,372052421521,817.284479,638299.1781
717,782,1.048147,611524,478211768,373961602576,819.650798,640966.9237
718,783,1.037337,613089,480048687,375878121921,812.235028,635980.0266
719,784,1.036488,614656,481890304,377801998336,812.606278,637083.3223
720,785,1.049335,616225,483736625,379733250625,823.728054,646626.522
721,786,1.049736,617796,485587656,381671897616,825.092103,648522.393
722,787,1.039527,619369,487443403,383617958161,818.107985,643850.9843
723,788,1.040638,620944,489303872,385571451136,820.02298,646178.1086
724,789,1.049775,622521,491169069,387532395441,828.272791,653507.2318
725,790,1.043449,624100,493039000,389500810000,824.324473,651216.3337
726,791,1.046277,625681,494913671,391476713761,827.605028,654635.5771
727,792,1.04878,627264,496793088,393460125696,830.634077,657862.1888
728,793,1.039576,628849,498677257,395451064801,824.384006,653736.5167
729,794,1.030682,630436,500566184,397449550096,818.361508,649779.0374
730,796,1.037206,633616,504358336,401469235456,825.615737,657190.1268
731,797,1.044772,635209,506261573,403490473681,832.683603,663648.8314
732,798,1.048778,636804,508169592,405519334416,836.924684,667865.8982
733,799,1.04714,638401,510082399,407555836801,836.66518,668495.4785
734,800,1.047504,640000,512000000,409600000000,838.00312,670402.496
735,801,1.048984,641601,513922401,411651843201,840.235784,673028.8626
736,802,1.048642,643204,515849608,413711385616,841.011044,674490.8576
737,803,1.045436,644809,517781627,415778646481,839.485108,674106.5417
738,804,1.042668,646416,519718464,417853645056,838.304831,673997.084
739,805,1.045882,648025,521660125,419936400625,841.934688,677757.4238
740,806,1.047706,649636,523606616,422026932496,844.450955,680627.4701
741,807,1.042956,651249,525557943,424125260001,841.665411,679223.9869
742,808,1.034765,652864,527514112,426231402496,836.089716,675560.4905
743,809,1.043305,654481,529475129,428345379361,844.033907,682823.4306
744,810,1.042357,656100,531441000,430467210000,844.309413,683890.6245
745,811,1.033511,657721,533411731,432596913841,838.177826,679762.2173
746,812,1.047571,659344,535387328,434734510336,850.627896,690709.8512
747,813,1.044793,660969,537367797,436880018961,849.416465,690575.5861
748,814,1.04563,662596,539353144,439033459216,851.142901,692830.3217
749,815,1.046161,664225,541343375,441194850625,852.621378,694886.4231
750,816,1.042869,665856,543338496,443364212736,850.980778,694400.3145
751,817,1.045481,667489,545338513,445541565121,854.158222,697847.2675
752,818,1.045179,669124,547343432,447726927376,854.956258,699354.2194
753,819,1.047808,670761,549353259,449920319121,858.155162,702829.0773
754,820,1.028896,672400,551368000,452121760000,843.694392,691829.4014
755,821,1.036771,674041,553387661,454331269681,851.188909,698826.0942
756,822,1.047145,675684,555412248,456548867856,860.753026,707538.987
757,823,1.048181,677329,557441767,458774574241,862.653292,709963.6595
758,824,1.03482,678976,559476224,461008408576,852.69135,702617.6727
759,825,1.042911,680625,561515625,463250390625,860.401905,709831.5716
760,826,1.045094,682276,563559976,465500540176,863.247561,713042.4857
761,827,1.044276,683929,565609283,467758877041,863.616335,714210.7088
762,828,1.038341,685584,567663552,470025421056,859.746514,711870.1133
763,829,1.044,687241,569722789,472300192081,865.476249,717479.8102
764,830,1.044595,688900,571787000,474583210000,867.01385,719621.4955
765,833,1.046665,693889,578009537,481481944321,871.872195,726269.5384
766,834,1.04467,695556,580093704,483798149136,871.254947,726626.6256
767,835,1.047194,697225,582182875,486122700625,874.407408,730130.1853
768,836,1.043674,698896,584277056,488455618816,872.511631,729419.7237
769,837,1.043256,700569,586376253,490796923761,873.205523,730873.0228
770,838,1.045565,702244,588480472,493146635536,876.183554,734241.8181
771,839,1.046184,703921,590589719,495504774241,877.748208,736430.7467
772,840,1.04669,705600,592704000,497871360000,879.219768,738544.6051
773,841,1.044336,707281,594823321,500246412961,878.286576,738639.0104
774,842,1.04253,708964,596947688,502629953296,877.810681,739116.5934
775,843,1.047084,710649,599077107,505022001201,882.691728,744109.1265
776,844,1.047045,712336,601211584,507422576896,883.705896,745847.7759
777,845,1.046628,714025,603351125,509831700625,884.401082,747318.9147
778,846,1.042233,715716,605495736,512249392656,881.72878,745942.5475
779,847,1.025847,717409,607645423,514675673281,868.892494,735951.9422
780,849,1.036481,720801,611960049,519554081601,879.972284,747096.4692
781,850,1.043061,722500,614125000,522006250000,886.60185,753611.5725
782,851,1.028687,724201,616295051,524467088401,875.412297,744975.8644
783,852,1.042304,725904,618470208,526936617216,888.042667,756612.3525
784,853,1.048792,727609,620650477,529414856881,894.619917,763110.7894
785,854,1.047066,729316,622835864,531901827856,894.19462,763642.2057
786,855,1.047007,731025,625026375,534397550625,895.19107,765388.3653
787,856,1.0469,732736,627222016,536902045696,896.146657,767101.5382
788,857,1.045824,734449,629422793,539415333601,896.271596,768104.7582
789,858,1.044908,736164,631628712,541937434896,896.531236,769223.8001
790,859,1.045166,737881,633839779,544468370161,897.797508,771208.0595
791,860,1.045241,739600,636056000,547008160000,898.906916,773059.9478
792,861,1.045542,741321,638277381,549556825041,900.212092,775082.6116
793,862,1.045603,743044,640503928,552114385936,901.309958,776929.1841
794,863,1.044431,744769,642735647,554680863361,901.344212,777860.0549
795,864,1.045661,746496,644972544,557256278016,903.450672,780581.3806
796,865,1.043108,748225,647214625,559840650625,902.288593,780479.6329
797,866,1.045023,749956,649461896,562434001936,904.989745,783721.119
798,867,1.042286,751689,651714363,565036352721,903.662222,783475.1466
799,868,1.045639,753424,653972032,567647723776,907.614565,787809.4426
800,869,1.045497,755161,656234909,570268135921,908.536545,789518.258
801,870,1.045634,756900,658503000,572897610000,909.701319,791440.1475
802,871,1.046066,758641,660776311,575536166881,911.123834,793588.8598
803,872,1.046043,760384,663054848,578183827456,912.14967,795394.5126
804,873,1.046275,762129,665338617,580840612641,913.398511,797396.9005
805,874,1.045606,763876,667627624,583506543376,913.859906,798713.558
806,875,1.045958,765625,669921875,586181640625,915.2136,800811.9
807,876,1.045856,767376,672221376,588865925376,916.169418,802564.4102
808,877,1.045496,769129,674526133,591559418641,916.900431,804121.6775
809,878,1.045257,770884,676836152,594262141456,917.735734,805771.9743
810,879,1.045472,772641,679151439,596974114881,918.970152,807774.7633
811,880,1.045259,774400,681472000,599695360000,919.82792,809448.5696
812,881,1.04538,776161,683797841,602425897921,920.979604,811383.0309
813,882,1.04476,777924,686128968,605165749776,921.478761,812744.2672
814,883,1.044744,779689,688465387,607914936721,922.508952,814575.4046
815,884,1.043446,781456,690807104,610673479936,922.40591,815406.8248
816,885,1.044229,783225,693154125,613441400625,924.143107,817866.6501
817,886,1.044922,784996,695506456,616218720016,925.800538,820259.2763
818,887,1.044175,786769,697864103,619005459361,926.183136,821524.4419
819,888,1.044636,788544,700227072,621801639936,927.636679,823741.3711
820,889,1.044506,790321,702595369,624607283041,928.565923,825495.1055
821,890,1.044744,792100,704969000,627422410000,929.822071,827541.6432
822,891,1.044478,793881,707347971,630247042161,930.630165,829191.4773
823,892,1.044326,795664,709732288,633081200896,931.538346,830932.2046
824,893,1.044461,797449,712121957,635924907601,932.703584,832904.3002
825,894,1.043952,799236,714516984,638778183696,933.292999,834363.9407
826,895,1.043522,801025,716917375,641641050625,933.95219,835887.21
827,896,1.044124,802816,719323136,644513529856,935.534746,838239.1321
828,897,1.044036,804609,721734273,647395642881,936.500561,840041.0033
829,898,1.044362,806404,724150792,650287411216,937.837166,842177.7749
830,899,1.04452,808201,726572699,653188856401,939.02321,844181.8661
831,900,1.044654,810000,729000000,656100000000,940.18851,846169.659
832,901,1.035649,811801,731432701,659020863601,933.119839,840740.975
833,902,1.0448,813604,733870808,661951468816,942.410051,850053.866
834,903,1.044933,815409,736314327,664891837281,943.574318,852047.6095
835,904,1.044018,817216,738763264,667841990656,943.79191,853187.887
836,905,1.04453,819025,741217625,670801950625,945.299559,855496.1013
837,906,1.044307,820836,743677416,673771738896,946.142233,857204.8627
838,907,1.043955,822649,746142643,676751377201,946.867004,858808.3723
839,908,1.043496,824464,748613312,679740887296,947.494096,860324.6388
840,909,1.04099,826281,751089429,682740290961,946.260364,860150.6713
841,910,1.042083,828100,753571000,685749610000,948.29553,862948.9323
842,911,1.04252,829921,756058031,688768866241,949.735902,865209.4069
843,912,1.042874,831744,758550528,691798081536,951.101179,867404.2754
844,913,1.043024,833569,761048497,694837277761,952.280456,869432.0559
845,914,1.042229,835396,763551944,697886476816,952.597672,870674.2718
846,915,1.043194,837225,766060875,700945700625,954.522968,873388.5153
847,916,1.040631,839056,768575296,704014971136,953.218362,873148.02
848,917,1.040604,840889,771095213,707094310321,954.233685,875032.2888
849,918,1.041035,842724,773620632,710183740176,955.670497,877305.5164
850,919,1.042332,844561,776151559,713283282721,957.90274,880312.6184
851,920,1.037818,846400,778688000,716392960000,954.792836,878409.4091
852,921,1.041466,848241,781229961,719512794081,959.190186,883414.1613
853,922,1.042851,850084,783777448,722642807056,961.508991,886511.2895
854,923,1.041073,851929,786330467,725783021041,960.910748,886920.6206
855,924,1.04142,853776,788889024,728933458176,962.272172,889139.4873
856,925,1.041479,855625,791453125,732094140625,963.36826,891115.6405
857,926,1.041783,857476,794022776,735265090576,964.690688,893303.5767
858,927,1.041655,859329,796597983,738446330241,965.614463,895124.6073
859,928,1.039679,861184,799178752,741637881856,964.821741,895354.5755
860,929,1.041935,863041,801765089,744839767681,967.957336,899232.3654
861,930,1.041189,864900,804357000,748052010000,968.305491,900524.1066
862,931,1.042021,866761,806954491,751274631121,970.122016,903183.5974
863,932,1.040633,868624,809557568,754507653376,969.869583,903918.4515
864,933,1.040574,870489,812166237,757751099121,970.855822,905808.4818
865,934,1.04098,872356,814780504,761004990736,972.275227,908105.0616
866,935,1.040159,874225,817400375,764269350625,972.548665,909333.0018
867,936,1.040844,876096,820025856,767544201216,974.229516,911878.827
868,937,1.041151,877969,822656953,770829564961,975.5583,914098.1267
869,938,1.040284,879844,825293672,774125464336,975.786298,915287.5477
870,939,1.040717,881721,827936019,777431921841,977.233169,917621.9458
871,940,1.040363,883600,830584000,780748960000,977.941596,919265.1002
872,941,1.04018,885481,833237621,784076601361,978.809662,921059.8922
873,942,1.040533,887364,835896888,787414868496,980.182463,923331.88
874,943,1.040307,889249,838561807,790763784001,981.00969,925092.1373
875,944,1.039661,891136,841232384,794123370496,981.439606,926478.9884
876,945,1.035804,893025,843908625,797493650625,978.834496,924998.5992
877,946,1.040701,894916,846590536,800874647056,984.502957,931339.7971
878,947,1.041296,896809,849278123,804266382481,986.107217,933843.5348
879,948,1.040963,898704,851971392,807668879616,986.832829,935517.5221
